mb_recording_id,spotify_track_id
bb7f072c-df2f-483b-8dbd-597224bbe608,3KOPorZiKeW6gFeIViqMoq
5688a706-e8e1-4e70-844e-9792826f9fe3,7vGcqsWwXcsBo3C0rWhktb
c06124a1-8225-4c65-9c01-deb07278fbec,4o568kdkDntTDuQTJfMIxa
aaca3d10-67fb-4439-9a01-f34546f08a9b,4LhfMta18ZrujxsPZiPK9m
9c50b323-d7d6-4239-a0f6-f6b7d855f1af,4KRMoo8vKWavy5f6dFpFmS
39e02578-0c2e-4f34-bb44-9a48fe1a7f57,7AOU7oaKRWHm5SG6IFVvtJ
9fc8a50b-a1b7-4679-8306-4f762a951199,7JOyY9GA3P2Evx50oetDKb
1de1d281-a6e7-4feb-af3b-1c0de2933a5d,5KqGrafc3paz7bNPju5Ne9
139f50dd-4f08-4ded-84cd-246de3347c51,5PTG6rrL6EPFD9E2QMI2pl
37a862a1-74fc-4a1d-b0c0-b24c5108f434,0x4ijFipSxDfNEge0bpkk1
023fb7b5-34ed-4c0e-af38-c5506fb50f26,2NxgsA7eJXj8sBSsoKP3OT
